kind,size,size_kb,path
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Arabesque
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.contacts.ContactsAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ap.PromotedContentPrediction.APOdmlSearchResultsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudSharingUI.CopyLink
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenTimeUI.ScreenTimeReportExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.adattributionkit.AAKPriMLPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.rdc.macos.qlx
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Sharing-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.reminders.quicklookextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.ScreenTime
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.net.whatsapp.WhatsAppSMB.shared
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficeOsfWebHost
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/6N38VWS5BX.ru.keepcoder.Telegram.FocusIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/X9E956P446.com.crowdstrike.falcon
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/com.apple.siri.ODDIPoirotMetricsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.uiunderstanding
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/.SiriTodayViewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.net.whatsapp.family
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.poirot.MessagesAnalyticsWorker
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.KerberosExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.helpviewer.content
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.GenerativePlayground
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.notes.import
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/BJ4HAAB9B3.ZoomClient3rd
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/52QHD847TQ.group.oraclecorp.int.UnifiedLogin.EmpSafariExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.ip.redirects
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/com.apple.poirot.poirot_tool
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/XS85JU6YZ3.com.eltima.cmd1.mas
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.mobileslideshow.PhotosFileProvider
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/com.apple.siri.ODDExperimentationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.printcenter
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficePPTWidget
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficeOneDriveSyncIntegration
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/com.apple.spotlightui
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/com.apple.icloud.searchpartyd.container.appGroup
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/com.apple.SonicKit
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/H7V7XYVQ7D.iTerm
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.CloudDocs
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/6N38VWS5BX.ru.keepcoder.Telegram.TelegramShare
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.freeform
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.notesdebug
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.Maps
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.icloud.fm
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/UBF8T346G9.com.microsoft.entrabroker
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.ScreenContinuityServices
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.is.workflow.shortcuts
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.people
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/group.com.apple.inputmethod.chineseim
support/container,4.0 KiB,4,/Users/yaniv/Library/Group Containers/UBF8T346G9.group.com.microsoft.shared
